Edad,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,AvgMonthSpend,BikeBuyerText,,
26,Graduate Degree,Clerical,F,M,1,2,0,2,87315,50.59,YES,,
28,Graduate Degree,Management,F,M,1,3,0,2,103672,50.49,YES,,
28,Graduate Degree,Management,F,S,0,3,0,0,111636,52,YES,,
80,Bachelors,Clerical,F,M,1,1,0,3,85143,50.35,NO,,
30,Partial College,Management,M,S,1,1,0,0,112384,52.12,YES,,
22,Partial College,Clerical,F,S,0,1,0,0,80534,54.32,NO,,
63,Graduate Degree,Clerical,M,S,1,2,1,1,78802,54.74,YES,,
42,Partial High School,Skilled Manual,F,S,1,2,0,0,55236,49.07,YES,,
39,Bachelors,Professional,F,S,1,3,0,0,133716,54.74,YES,,
38,Graduate Degree,Professional,M,M,1,2,0,0,132980,52.26,YES,,
50,Partial College,Skilled Manual,M,M,1,1,1,2,58762,50.91,YES,,
28,Bachelors,Clerical,M,M,1,1,0,1,87547,50.17,NO,,
52,Bachelors,Management,M,M,1,1,1,2,111951,51.75,YES,,
39,Bachelors,Skilled Manual,M,M,1,0,1,2,60062,50.56,YES,,
41,Partial College,Clerical,F,M,1,1,0,2,86455,49.81,NO,,
33,Bachelors,Manual,F,M,0,1,0,2,35938,47.43,NO,,
30,Graduate Degree,Management,M,M,1,2,0,2,111290,51.59,NO,,
40,High School,Manual,F,M,1,1,1,1,31824,47.6,YES,,
27,Graduate Degree,Professional,M,M,1,2,0,0,137683,52,NO,,
23,Partial College,Management,M,S,0,2,0,0,104907,51.12,YES,,
34,Graduate Degree,Clerical,M,M,1,2,0,2,80023,52.22,YES,,
25,Partial College,Management,F,M,1,3,1,2,107254,54.87,YES,,
26,Graduate Degree,Skilled Manual,F,M,0,2,0,2,57409,48.66,NO,,
34,Bachelors,Skilled Manual,M,S,0,1,0,0,55345,54.96,NO,,
39,Partial College,Skilled Manual,F,M,1,2,1,1,55220,49.14,YES,,
34,Graduate Degree,Manual,M,M,1,0,1,1,36461,50.52,YES,,
36,Bachelors,Professional,M,M,1,0,0,2,130902,52.95,YES,,
28,Graduate Degree,Management,F,S,0,3,0,0,104160,52.19,NO,,
27,Graduate Degree,Management,F,M,1,1,1,1,103243,51.22,NO,,
54,Bachelors,Skilled Manual,F,M,1,2,1,2,56466,49.62,YES,,
30,Bachelors,Management,M,M,1,3,0,2,112109,51.94,NO,,
25,Graduate Degree,Clerical,F,M,1,0,1,1,87137,53.67,YES,,
34,Bachelors,Skilled Manual,M,M,1,2,0,2,53073,52.04,NO,,
33,Bachelors,Management,F,M,1,2,0,0,109500,50.91,YES,,
62,High School,Skilled Manual,M,M,1,1,1,2,56334,49.34,YES,,
26,High School,Clerical,F,S,0,2,0,0,81507,49.92,YES,,
31,Bachelors,Management,M,M,1,2,0,0,107741,55.49,YES,,
33,Partial College,Management,F,M,1,2,0,1,106527,51.4,NO,,
40,Partial College,Clerical,M,M,1,1,0,2,78166,59.28,NO,,
21,Bachelors,Skilled Manual,F,M,0,2,0,0,51443,48.05,YES,,
17,High School,Skilled Manual,M,M,0,1,0,0,58468,48.02,NO,,
22,Bachelors,Management,M,S,0,2,0,0,112853,51.57,YES,,
35,High School,Clerical,M,M,1,2,0,1,84335,59.24,YES,,
79,High School,Skilled Manual,M,S,1,1,1,1,56901,50.87,YES,,
34,Bachelors,Skilled Manual,M,M,1,2,0,1,52024,51.1,YES,,
28,Graduate Degree,Management,M,S,0,3,0,0,105654,54.31,YES,,
38,Bachelors,Clerical,M,M,1,0,1,2,76931,56.87,YES,,
28,Graduate Degree,Management,F,S,0,3,0,0,111807,50.98,YES,,
29,Bachelors,Management,F,S,0,0,0,0,102434,52.39,YES,,
21,High School,Skilled Manual,F,S,0,0,0,0,58080,52.32,YES,,
33,Bachelors,Professional,F,M,1,2,0,2,129305,52.63,YES,,
30,Graduate Degree,Management,F,S,1,2,0,0,102611,51.23,NO,,
55,Partial College,Skilled Manual,F,S,1,2,0,1,53164,51.54,NO,,
40,High School,Manual,M,S,0,1,0,0,26423,47.37,NO,,
51,Bachelors,Management,F,S,1,3,0,1,107081,51.86,YES,,
38,Bachelors,Clerical,M,M,1,1,0,2,85029,54.26,NO,,
30,Bachelors,Skilled Manual,F,M,1,2,2,2,59989,53.04,YES,,
29,High School,Clerical,F,M,1,3,0,1,81634,50.12,YES,,
26,Graduate Degree,Clerical,F,M,1,0,1,2,80825,52.96,YES,,
31,Graduate Degree,Professional,F,M,1,1,0,1,130523,52.5,YES,,
32,Bachelors,Management,M,M,1,2,0,0,106889,53.95,YES,,
51,High School,Manual,F,M,1,0,1,2,28505,45.7,NO,,
32,Bachelors,Professional,M,S,1,3,0,0,130054,61.82,NO,,
38,Bachelors,Skilled Manual,F,M,1,2,0,2,56112,48.51,YES,,
34,Graduate Degree,Manual,F,S,0,1,0,0,31055,49.9,NO,,
34,High School,Skilled Manual,F,M,1,1,0,1,61016,48.86,NO,,
32,Bachelors,Management,M,S,1,2,0,0,106682,58.38,YES,,
27,Graduate Degree,Skilled Manual,F,M,0,1,0,1,55371,48.39,NO,,
40,Partial College,Skilled Manual,F,M,1,0,1,2,55693,52.3,YES,,
43,Partial High School,Manual,F,M,1,0,1,1,34314,47.02,NO,,
45,High School,Clerical,F,M,1,1,0,1,80238,49.76,YES,,
59,Graduate Degree,Professional,F,M,1,0,0,3,135088,52.24,NO,,
27,Bachelors,Skilled Manual,M,M,0,1,1,1,60130,49.65,YES,,
18,High School,Clerical,F,S,0,0,0,0,82327,52.94,YES,,
23,Partial College,Skilled Manual,F,S,0,1,0,0,54491,49.43,NO,,
53,Partial College,Manual,F,S,1,1,1,1,35491,48.77,NO,,
35,Partial College,Skilled Manual,F,M,1,1,1,2,52020,52.18,NO,,
18,Partial High School,Skilled Manual,F,S,0,2,0,0,59181,50.97,YES,,
46,Partial High School,Manual,M,M,1,1,1,2,29702,58.59,NO,,
27,Graduate Degree,Professional,M,S,1,1,0,0,137464,55.75,NO,,
22,Bachelors,Manual,M,M,0,1,0,0,29979,45.63,NO,,
51,Partial High School,Manual,M,M,1,1,1,2,36070,48.82,NO,,
50,Partial College,Clerical,F,S,1,2,0,1,82991,55.05,NO,,
24,Bachelors,Clerical,F,M,0,1,0,0,86383,49.96,NO,,
44,Bachelors,Clerical,F,M,1,0,0,1,80003,49.62,NO,,
33,Partial College,Skilled Manual,F,S,0,1,0,0,54604,51.31,NO,,
55,Partial College,Clerical,F,M,1,1,2,2,82130,51.14,YES,,
28,Bachelors,Manual,M,M,0,0,1,1,35893,47.09,YES,,
38,Bachelors,Professional,M,M,1,2,1,2,137483,63.34,YES,,
38,Partial College,Clerical,M,S,1,1,0,0,79599,57.56,NO,,
23,Partial High School,Skilled Manual,F,M,0,2,0,0,60364,48.73,NO,,
56,Bachelors,Skilled Manual,F,M,1,1,0,2,61427,49.11,YES,,
43,High School,Clerical,M,M,1,3,1,1,80992,54.52,YES,,
43,Partial College,Skilled Manual,F,M,1,1,2,2,58100,51.39,NO,,
24,Partial High School,Skilled Manual,F,S,0,1,0,0,57535,52.69,NO,,
30,Bachelors,Skilled Manual,M,M,1,2,0,2,53440,48.2,YES,,
37,Partial College,Skilled Manual,F,M,1,2,1,1,55257,50.66,YES,,
29,Bachelors,Skilled Manual,M,M,0,1,0,2,54378,48.17,YES,,
48,High School,Skilled Manual,M,M,1,0,1,1,55627,56.27,YES,,
36,Partial College,Management,M,M,1,3,1,2,107851,54.58,YES,,
43,Bachelors,Clerical,M,M,1,1,1,2,78706,51.13,YES,,
40,Partial High School,Skilled Manual,F,M,1,1,1,2,59075,50.35,YES,,
43,High School,Skilled Manual,M,S,1,1,0,0,60333,51.05,YES,,
36,Graduate Degree,Manual,M,S,0,1,0,0,29267,56.12,NO,,
36,Bachelors,Manual,M,S,0,0,0,0,27502,52.33,NO,,
54,Graduate Degree,Professional,M,M,1,0,0,2,128186,52.08,YES,,
27,High School,Skilled Manual,F,S,0,1,0,0,55095,49.04,NO,,
36,Partial College,Clerical,M,M,1,1,0,1,81884,54.04,NO,,
22,High School,Skilled Manual,M,S,0,2,0,0,60763,49.88,NO,,
29,Bachelors,Skilled Manual,M,M,0,0,0,1,61543,49.18,YES,,
23,Graduate Degree,Clerical,F,M,0,2,0,0,79712,50.35,NO,,
19,Partial College,Clerical,M,M,0,3,0,0,77759,49.66,YES,,
46,Partial College,Clerical,F,M,1,2,0,2,84114,50.46,YES,,
18,Partial College,Skilled Manual,F,S,0,1,0,0,53406,51.85,NO,,
28,Graduate Degree,Management,M,S,0,1,0,0,112309,52.13,YES,,
20,Partial College,Clerical,M,S,0,1,0,0,85302,54.65,NO,,
42,Partial High School,Skilled Manual,F,S,1,1,0,0,60084,51.15,NO,,
24,Graduate Degree,Skilled Manual,M,M,0,2,0,0,57096,48.81,YES,,
25,Bachelors,Skilled Manual,M,M,0,1,0,1,56354,48.58,NO,,
21,High School,Manual,M,S,0,0,0,0,27492,49.13,NO,,
51,Bachelors,Management,F,M,1,1,1,2,110561,55.83,YES,,
56,Graduate Degree,Professional,M,S,1,2,1,1,136883,56.75,YES,,
21,Bachelors,Skilled Manual,M,M,0,1,0,0,58889,48.37,NO,,
34,Partial College,Skilled Manual,M,M,1,1,1,2,54357,54.7,YES,,
29,Bachelors,Clerical,F,S,0,2,0,0,85659,50.42,NO,,
25,Bachelors,Management,F,M,1,0,0,1,105747,52.21,NO,,
20,Partial College,Management,F,S,0,2,0,0,105557,55.25,YES,,
38,Bachelors,Clerical,M,S,1,1,0,0,82185,60.85,NO,,
23,Partial College,Skilled Manual,F,S,0,1,0,0,57451,50.26,NO,,
25,Graduate Degree,Management,M,M,1,2,0,0,107851,51.45,YES,,
69,Graduate Degree,Professional,M,S,1,0,0,1,134843,55.97,YES,,
38,Graduate Degree,Manual,F,S,0,0,0,0,26670,48.7,NO,,
24,Partial High School,Manual,M,M,0,0,0,0,32436,45.33,NO,,
19,Partial College,Manual,M,S,0,0,0,0,28268,45.72,NO,,
47,Partial College,Clerical,M,S,1,3,0,0,87819,53.86,YES,,
47,Partial College,Management,M,M,1,2,1,2,105883,57.76,YES,,
32,Bachelors,Professional,M,M,1,1,0,2,133548,52.01,YES,,
47,Partial College,Management,M,M,1,2,1,2,108519,53.7,YES,,
27,High School,Skilled Manual,M,S,0,0,0,0,58523,51.02,YES,,
21,Bachelors,Skilled Manual,F,M,0,1,0,0,56633,48.8,YES,,
51,Bachelors,Management,M,M,1,2,0,2,108152,51.82,NO,,
47,Partial College,Clerical,M,S,1,2,0,0,80204,57.14,YES,,
56,Bachelors,Skilled Manual,M,S,1,2,0,1,55944,52.76,NO,,
50,Partial High School,Manual,M,S,1,1,1,1,34232,50.61,NO,,
45,Bachelors,Manual,M,M,1,1,0,2,34500,51.1,NO,,
29,Bachelors,Manual,M,M,0,1,0,1,29460,46.13,NO,,
20,High School,Skilled Manual,M,S,0,1,0,0,61804,48.8,NO,,
23,Partial High School,Skilled Manual,F,S,0,1,0,0,55949,51.3,NO,,
20,Partial High School,Skilled Manual,M,S,0,0,0,0,52241,49.09,YES,,
62,Graduate Degree,Manual,M,S,1,0,0,1,34213,47.95,NO,,
32,High School,Skilled Manual,M,S,0,1,0,0,57488,54.83,NO,,
33,Partial College,Manual,F,S,0,1,0,0,32167,48.56,NO,,
27,Bachelors,Professional,M,S,1,3,0,0,132619,54.3,NO,,
18,Partial College,Clerical,F,S,0,1,0,0,86805,52.17,NO,,
18,Bachelors,Manual,M,S,0,1,0,0,33513,49.48,NO,,
47,Partial High School,Skilled Manual,M,S,1,1,0,0,56266,58.83,YES,,
27,Graduate Degree,Skilled Manual,M,M,0,2,0,1,55165,48.2,NO,,
32,Bachelors,Skilled Manual,M,M,1,1,0,1,52408,55.51,NO,,
29,Bachelors,Manual,F,S,0,1,0,0,34105,50.05,NO,,
39,Graduate Degree,Skilled Manual,F,M,1,2,1,1,53651,48.8,YES,,
39,Partial College,Skilled Manual,F,S,1,2,0,0,56115,52.74,YES,,
55,High School,Clerical,F,S,1,1,0,1,83181,50.96,NO,,
42,Partial College,Skilled Manual,F,M,1,1,1,2,60492,51.39,YES,,
42,High School,Manual,F,M,1,0,1,2,28729,47.75,NO,,
52,Bachelors,Management,F,M,1,2,1,2,105443,52.02,YES,,
37,Bachelors,Skilled Manual,F,S,0,1,0,0,60361,48.43,NO,,
56,Bachelors,Skilled Manual,M,M,1,2,1,2,55401,47.88,YES,,
38,Bachelors,Clerical,M,M,1,1,2,2,87371,59.52,YES,,
31,Graduate Degree,Skilled Manual,F,M,1,2,0,2,55909,48.83,YES,,
21,Partial High School,Skilled Manual,F,S,0,1,0,0,50919,48.97,NO,,
37,High School,Clerical,F,S,1,3,0,0,84897,49.86,YES,,
31,Graduate Degree,Clerical,M,M,1,1,0,1,79939,53.16,NO,,
29,Bachelors,Skilled Manual,F,M,0,0,1,2,59125,51.69,YES,,
22,Partial College,Skilled Manual,M,S,0,1,0,0,55331,52.19,YES,,
30,Graduate Degree,Skilled Manual,M,M,1,1,1,2,52203,49.63,YES,,
47,Bachelors,Management,F,S,1,2,0,0,110386,55.05,YES,,
26,Graduate Degree,Professional,M,S,1,2,0,0,137227,56.31,NO,,
29,Graduate Degree,Professional,M,S,1,2,0,0,137005,52.5,YES,,
22,Partial College,Management,M,S,0,2,0,0,110961,53.51,YES,,
30,Bachelors,Skilled Manual,F,M,1,1,0,1,60117,48.88,YES,,
58,Graduate Degree,Professional,M,M,1,1,1,2,137016,55.55,YES,,
33,Graduate Degree,Management,M,M,1,1,1,1,106093,52.03,YES,,
16,Partial High School,Skilled Manual,M,S,0,1,0,0,56710,52.9,NO,,
47,Partial College,Clerical,M,M,1,1,0,2,85694,52.89,NO,,
63,Graduate Degree,Clerical,M,S,1,0,1,1,86734,52.09,YES,,
56,Bachelors,Clerical,F,S,1,0,0,1,83151,53.55,YES,,
63,Partial College,Clerical,F,S,1,0,0,1,83591,49.89,YES,,
34,Bachelors,Skilled Manual,F,M,1,1,0,2,54578,48.08,YES,,
27,Graduate Degree,Management,F,M,1,1,0,1,103873,51.37,NO,,
42,High School,Manual,M,M,1,1,0,1,27509,50.54,NO,,
32,Bachelors,Skilled Manual,F,M,1,1,0,1,58406,47.99,NO,,
34,Partial High School,Skilled Manual,F,S,0,0,0,0,53304,50.58,YES,,
39,Partial College,Management,F,M,1,2,1,2,102214,52.02,YES,,
42,Bachelors,Skilled Manual,M,S,1,1,0,0,60371,58.06,YES,,
33,Partial College,Clerical,F,S,0,1,0,0,85523,53.49,NO,,
23,Partial High School,Manual,M,S,0,1,0,0,31267,46.13,NO,,
46,Partial College,Skilled Manual,F,M,1,1,0,2,57050,47.95,YES,,
30,Partial College,Management,F,S,1,1,0,0,106717,51.27,NO,,
20,Partial College,Skilled Manual,M,M,0,1,0,0,61918,49.02,YES,,
56,Graduate Degree,Skilled Manual,M,M,1,1,3,3,54652,49.09,YES,,
20,High School,Skilled Manual,M,S,0,2,0,0,54998,51.78,YES,,
27,Graduate Degree,Skilled Manual,M,S,0,1,0,0,62575,48.32,NO,,
38,High School,Skilled Manual,M,S,0,1,0,0,57595,53.28,YES,,
31,Bachelors,Management,M,M,1,1,0,2,103440,52.71,NO,,
30,High School,Skilled Manual,M,M,1,1,0,2,51926,52.23,YES,,
19,Partial College,Skilled Manual,F,S,0,2,0,0,57126,49.4,YES,,
32,Bachelors,Skilled Manual,M,M,1,2,1,2,55677,53.32,YES,,
40,Partial College,Clerical,M,M,1,1,2,2,85457,58.72,YES,,
36,Graduate Degree,Professional,M,M,1,2,1,2,137409,62.64,YES,,
31,High School,Manual,M,S,0,1,0,0,28597,51.51,NO,,
17,High School,Clerical,F,S,0,3,0,0,85572,50.88,YES,,
29,Bachelors,Management,M,M,1,3,1,1,113402,54.46,YES,,
26,Partial High School,Skilled Manual,F,S,0,0,0,0,56674,51.47,YES,,
27,High School,Skilled Manual,F,M,0,2,1,2,56853,49.03,YES,,
29,Bachelors,Skilled Manual,F,M,0,1,0,2,58548,48.52,NO,,
41,Partial High School,Skilled Manual,F,S,1,2,0,0,58021,48.62,NO,,
51,Bachelors,Skilled Manual,F,M,1,1,2,2,61857,52.1,YES,,
38,Graduate Degree,Professional,M,S,1,2,0,0,139031,61.8,YES,,
23,Bachelors,Skilled Manual,M,M,0,1,0,0,60211,49.22,NO,,
32,Partial College,Clerical,M,M,1,1,1,2,81238,55.96,YES,,
55,Bachelors,Manual,F,S,1,0,1,1,35447,47.58,YES,,
23,Partial College,Manual,F,S,0,0,0,0,32685,48.14,YES,,
26,High School,Manual,F,M,0,0,1,1,30966,45.72,YES,,
23,High School,Clerical,F,M,0,1,0,0,87497,51.16,NO,,
40,Partial College,Skilled Manual,M,S,1,1,0,0,55736,52.36,NO,,
43,Bachelors,Professional,F,S,1,1,0,0,129084,54.83,NO,,
39,Partial College,Clerical,M,S,1,2,0,0,84705,57.55,YES,,
69,Bachelors,Clerical,M,S,1,0,1,1,86804,52.85,YES,,
30,Graduate Degree,Management,M,M,1,1,1,2,113674,54.99,NO,,
26,Partial College,Clerical,F,S,0,0,0,0,82454,50.71,YES,,
26,Partial College,Clerical,F,S,0,2,0,0,78446,51.55,YES,,
41,Partial College,Skilled Manual,M,M,1,1,0,2,61192,48.55,NO,,
28,Bachelors,Management,F,S,0,3,0,0,107335,51.57,YES,,
34,High School,Skilled Manual,F,S,0,1,0,0,56445,49.76,NO,,
58,Bachelors,Professional,M,M,1,2,1,2,135234,54.83,YES,,
37,High School,Manual,F,M,1,0,1,1,27266,45.78,NO,,
41,Bachelors,Manual,M,S,0,0,0,0,30403,51.89,YES,,
46,Partial College,Clerical,M,S,1,1,0,0,82246,58.33,YES,,
28,Graduate Degree,Professional,M,S,1,2,0,0,129192,56.01,NO,,
25,Graduate Degree,Manual,F,M,0,1,1,2,32313,47.34,YES,,
45,Partial College,Skilled Manual,F,M,1,1,2,2,56054,53.24,YES,,
25,Graduate Degree,Management,M,M,1,3,0,0,103371,51.69,YES,,
26,Graduate Degree,Professional,M,M,1,2,1,2,137678,51.69,YES,,
31,Bachelors,Clerical,F,M,1,3,1,1,85873,54.46,YES,,
35,Bachelors,Management,M,S,1,2,0,0,109618,62.58,YES,,
53,Bachelors,Skilled Manual,F,M,1,1,0,2,57014,48.22,NO,,
50,Partial High School,Skilled Manual,M,M,1,2,2,2,58229,51.15,YES,,
42,Partial College,Skilled Manual,M,M,1,1,1,2,56215,50.34,YES,,
38,Bachelors,Skilled Manual,M,S,0,0,0,0,61243,58.76,YES,,
44,High School,Skilled Manual,M,M,1,1,1,1,52543,57.15,YES,,
40,High School,Skilled Manual,M,S,1,1,0,0,60056,59.32,NO,,
50,Partial High School,Manual,M,M,1,1,2,2,26508,49.72,NO,,
38,Bachelors,Management,M,M,1,0,1,2,113492,62.78,YES,,
54,Graduate Degree,Professional,M,M,1,2,2,2,129612,52.92,YES,,
64,Graduate Degree,Skilled Manual,M,M,1,1,0,3,55554,48.77,YES,,
50,Bachelors,Management,F,M,1,0,0,2,108358,51.91,NO,,
43,Partial College,Clerical,M,S,1,2,0,0,87834,58.11,YES,,
26,Bachelors,Clerical,M,S,0,2,0,0,86770,51.81,NO,,
22,Bachelors,Professional,M,S,0,2,0,0,129854,54.14,YES,,
34,Partial College,Skilled Manual,F,S,0,1,0,0,53254,51.88,NO,,
27,Bachelors,Skilled Manual,F,M,0,1,0,1,56787,48.51,YES,,
19,High School,Skilled Manual,M,S,0,2,0,0,60456,50.98,NO,,
43,Partial College,Skilled Manual,M,M,1,1,0,2,57259,50.63,NO,,
41,High School,Manual,M,M,1,1,0,2,28305,49.95,NO,,
32,Bachelors,Skilled Manual,M,S,0,1,0,0,53778,56.79,NO,,
25,Partial High School,Manual,F,S,0,1,0,0,32994,46.09,NO,,
47,Partial High School,Skilled Manual,M,M,1,1,1,2,56214,52.83,YES,,
34,Bachelors,Manual,M,M,1,0,1,2,27721,53.09,NO,,
32,Bachelors,Management,F,M,1,0,1,2,106023,55.43,YES,,
19,Bachelors,Skilled Manual,M,S,0,0,0,0,57279,52.72,NO,,
21,Partial College,Clerical,F,S,0,2,0,0,87320,51.07,YES,,
21,Partial College,Skilled Manual,M,M,0,1,0,0,52603,47.91,NO,,
23,Partial College,Skilled Manual,M,S,0,0,0,0,61053,52.66,YES,,
33,High School,Clerical,F,S,0,1,0,0,86450,55,NO,,
50,Partial High School,Manual,M,M,1,0,2,2,30477,48.6,NO,,
32,Bachelors,Clerical,F,S,0,1,0,0,77626,51.04,NO,,
20,High School,Skilled Manual,F,S,0,0,0,0,52459,48.08,YES,,
58,Graduate Degree,Skilled Manual,M,M,1,0,2,2,51623,49.25,YES,,
24,Graduate Degree,Professional,M,S,1,2,0,0,136759,53.02,NO,,
30,Bachelors,Management,M,M,1,1,0,2,104879,59.72,NO,,
20,Partial College,Management,F,M,1,3,0,0,102359,50.36,YES,,
37,Bachelors,Manual,M,M,1,1,0,1,29841,55.17,NO,,
48,Partial High School,Skilled Manual,F,M,1,1,0,2,56607,48.66,NO,,
44,Bachelors,Skilled Manual,M,M,1,2,0,2,62615,50.32,YES,,
22,High School,Skilled Manual,F,S,0,2,0,0,58128,50.89,YES,,
33,Partial College,Manual,M,M,0,0,0,2,28713,52.1,NO,,
39,Bachelors,Professional,F,M,1,2,1,2,138195,55.82,YES,,
20,Partial College,Clerical,M,S,0,3,0,0,85458,50.25,YES,,
37,Partial College,Clerical,M,M,1,1,0,1,77915,49.27,NO,,
42,Partial High School,Manual,M,M,1,0,1,2,29269,53.61,NO,,
36,High School,Manual,M,S,0,1,0,0,34096,54.92,YES,,
37,Partial College,Manual,M,S,0,0,0,0,28819,52.95,NO,,
42,High School,Skilled Manual,M,M,1,2,1,2,55946,54.46,YES,,
49,Partial College,Management,M,M,1,3,1,2,107555,54.08,YES,,
34,Partial College,Clerical,F,S,1,2,0,0,77538,52.63,YES,,
48,Partial College,Clerical,F,S,1,2,0,0,85868,54.3,YES,,
27,Graduate Degree,Professional,F,S,1,1,0,0,128600,53.21,NO,,
52,Bachelors,Management,F,S,1,1,0,1,106197,54.35,NO,,
37,Graduate Degree,Management,F,M,1,0,2,2,112079,51.79,YES,,
34,High School,Skilled Manual,M,S,0,0,0,0,57837,57.07,YES,,
26,Graduate Degree,Skilled Manual,F,M,0,1,1,2,54559,51.1,YES,,
24,Graduate Degree,Professional,M,S,1,2,0,0,134441,55.38,YES,,
18,Partial College,Clerical,M,M,0,0,0,0,84726,49.75,YES,,
40,High School,Clerical,F,M,1,3,0,2,86672,50.71,YES,,
50,Bachelors,Management,F,M,1,2,2,2,107377,54.79,YES,,
30,Bachelors,Management,F,S,1,0,0,0,102684,53.11,NO,,
28,Graduate Degree,Professional,M,M,1,2,1,2,133600,56.27,YES,,
66,Bachelors,Manual,F,M,1,1,0,2,34245,46.38,NO,,
31,Bachelors,Management,M,S,1,2,0,0,109609,63.78,NO,,
35,Partial College,Clerical,F,M,1,3,0,2,83946,50.7,YES,,
17,Partial College,Manual,M,M,0,0,0,0,30280,45.93,YES,,
38,Graduate Degree,Management,M,M,1,3,1,2,110367,60.13,YES,,
18,Bachelors,Clerical,M,M,0,0,0,0,77751,50.65,YES,,
33,Partial College,Skilled Manual,M,S,0,1,0,0,58547,60.26,YES,,
18,High School,Clerical,M,S,0,0,0,0,79174,49.41,YES,,
40,Partial High School,Skilled Manual,M,S,1,0,0,0,55911,56.88,YES,,
26,Partial College,Skilled Manual,M,S,0,0,0,0,56463,51.88,YES,,
25,Graduate Degree,Clerical,F,S,0,2,0,0,82846,49.85,YES,,
51,Bachelors,Management,M,M,1,3,1,2,102702,52.63,YES,,
41,High School,Manual,F,M,1,1,1,2,31030,48.14,YES,,
37,Partial College,Skilled Manual,M,M,1,0,1,2,58006,54.36,YES,,
31,Bachelors,Skilled Manual,M,S,0,0,0,0,52030,52.07,NO,,
31,Bachelors,Management,F,M,1,2,1,2,111734,54.9,YES,,
18,Bachelors,Manual,F,S,0,1,0,0,31324,46.73,NO,,
22,Partial College,Clerical,F,S,0,2,0,0,84748,52.74,YES,,
55,Graduate Degree,Management,F,M,1,3,1,2,106165,53.87,YES,,
38,Graduate Degree,Management,M,S,1,3,0,0,112892,57.43,YES,,
31,Graduate Degree,Management,M,M,1,2,0,2,112525,57.35,YES,,
45,Partial College,Skilled Manual,F,S,1,1,0,0,54532,50.2,NO,,
35,Partial College,Skilled Manual,F,M,1,2,1,2,51893,52.18,YES,,
24,Bachelors,Manual,F,M,0,0,0,0,31888,45.56,YES,,
18,Partial College,Clerical,M,S,0,1,0,0,78167,49.73,NO,,
37,Bachelors,Clerical,F,S,1,3,0,0,81965,53.92,YES,,
40,Partial College,Skilled Manual,M,M,1,1,0,1,60366,48.55,NO,,
19,Partial College,Clerical,M,S,0,0,0,0,80639,51.43,NO,,
20,High School,Clerical,M,M,0,1,0,0,87329,50.81,NO,,
53,High School,Clerical,M,M,1,2,0,2,82445,50.49,NO,,
48,High School,Clerical,M,S,1,1,0,0,82471,62.12,NO,,
48,Partial College,Clerical,M,S,1,2,0,0,83650,51.44,NO,,
23,Partial College,Management,F,S,0,2,0,0,109072,54.27,YES,,
44,Partial College,Skilled Manual,M,M,1,1,1,2,52881,54.05,YES,,
16,High School,Clerical,M,S,0,3,0,0,80920,49.66,YES,,
38,Graduate Degree,Skilled Manual,F,S,0,0,0,0,53679,49.99,NO,,
51,Bachelors,Skilled Manual,F,M,1,1,1,2,57437,51.25,NO,,
42,High School,Skilled Manual,M,M,1,1,2,2,55082,53.7,YES,,
19,Partial College,Manual,M,M,0,1,0,0,31278,46.21,NO,,
33,Bachelors,Management,F,M,1,3,0,0,107888,51.77,YES,,
27,Bachelors,Professional,F,M,1,2,0,2,134352,51.53,YES,,
34,Partial College,Skilled Manual,F,S,0,2,0,0,62020,49.7,YES,,
56,Bachelors,Professional,F,M,1,2,2,2,136016,52.96,YES,,
48,Partial College,Skilled Manual,M,S,1,1,0,0,62034,60.8,NO,,
28,Bachelors,Professional,F,M,1,1,1,2,132340,52.47,YES,,
32,Bachelors,Management,F,M,1,1,1,1,111058,55.99,YES,,
32,Bachelors,Skilled Manual,F,S,0,0,0,0,53292,48.76,YES,,
33,Bachelors,Skilled Manual,M,M,1,1,1,1,52412,54.19,YES,,
24,Partial College,Skilled Manual,F,S,0,2,0,0,60916,50.39,NO,,
18,Partial College,Manual,M,S,0,0,0,0,36229,47.93,NO,,
25,High School,Skilled Manual,M,S,0,1,0,0,53906,48.3,NO,,
25,Partial High School,Manual,M,M,0,0,0,1,34667,46.74,NO,,
23,Bachelors,Management,F,S,0,4,0,0,108792,53.04,YES,,
36,Graduate Degree,Clerical,F,M,1,2,1,2,78623,50.5,YES,,
23,Bachelors,Skilled Manual,M,S,0,1,0,0,54921,49.79,NO,,
26,Partial College,Skilled Manual,M,S,0,2,0,0,58491,52.59,YES,,
54,Graduate Degree,Management,M,M,1,3,1,2,108489,53.93,YES,,
39,Partial College,Skilled Manual,M,M,1,1,0,2,51326,53.4,NO,,
39,High School,Manual,M,M,1,1,1,2,30465,57.68,YES,,
30,Bachelors,Management,M,S,1,1,0,0,110551,54.34,YES,,
20,Partial College,Management,F,M,1,2,0,0,103801,50.64,YES,,
30,Bachelors,Skilled Manual,F,S,0,0,0,0,59719,50.31,NO,,
30,High School,Skilled Manual,M,S,0,1,0,0,52413,48.38,NO,,
49,Bachelors,Management,F,M,1,1,1,2,102186,55.16,NO,,
45,High School,Clerical,M,M,1,0,1,2,83756,58.15,YES,,
48,Partial High School,Skilled Manual,F,M,1,1,1,2,59424,50.81,YES,,
45,Partial College,Manual,M,M,1,1,2,2,31557,56.78,NO,,
